length,$p_{stable}$,Energy,Consensus
12,$0.3$,-0.875,0.765625
4,$0.5$,-0.78125,0.1875
6,$0.7$,-0.6875,0.03125
2,$0.9$,-0.6328125,0.12109375
1,$1$,-0.6015625,0.0390625
9,$0.0$,-0.8671875,0.05555555555555555
35,$0.1$,-0.8671875,0.0625
210,$0.3$,-0.8046875,0.23169642857142855
66,$0.5$,-0.7421875,0.11079545454545454
6,$0.7$,-0.671875,0.03515625
2,$0.9$,-0.59375,0.05078125
1,$1$,-0.5859375,0.0703125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
336,$0.3$,-0.796875,0.22233072916666666
480,$0.5$,-0.703125,0.09581705729166666
12,$0.7$,-0.6484375,0.16145833333333334
2,$0.9$,-0.671875,0.16015625
1,$1$,-0.65625,0.09375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
12,$0.3$,-0.9296875,0.869140625
210,$0.5$,-0.765625,0.359375
6,$0.7$,-0.6953125,0.4375
2,$0.9$,-0.6796875,0.10546875
1,$1$,-0.640625,0.2421875
10,$0.0$,-0.8671875,0.1
6,$0.1$,-0.8515625,0.37109375
1,$0.3$,-0.8515625,0.390625
96,$0.5$,-0.6875,0.1689453125
84,$0.7$,-0.609375,0.02027529761904762
2,$0.9$,-0.6171875,0.078125
1,$1$,-0.609375,0.0078125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
