init_magnet,Energy,Density,order,init_stab,length,sample
0.6,-0.9765625,0.015625,off_first,0.5,0,20426372178
0.6,-1.0,0.0,random,0.5,1,20426372178
0.6,-0.9296875,0.068359375,off_first,0.6,0,20426372178
0.6,-0.9921875,0.00390625,random,0.6,1,20426372178
0.6,-0.94140625,0.03515625,off_first,0.8,0,20426372178
0.6,-0.98828125,0.0078125,random,0.8,1,20426372178
0.8,-0.96875,0.0078125,off_first,0.0,0,20426372178
0.8,-1.0,0.0,random,0.0,1,20426372178
0.8,-0.9921875,0.001953125,off_first,0.2,0,20426372178
0.8,-1.0,0.0,random,0.2,1,20426372178
0.8,-0.9921875,0.001953125,off_first,0.4,0,20426372178
0.8,-1.0,0.0,random,0.4,1,20426372178
0.8,-1.0,0.0,off_first,0.5,0,20426372178
0.8,-1.0,0.0,random,0.5,1,20426372178
0.8,-1.0,0.0,off_first,0.6,0,20426372178
0.8,-1.0,0.0,random,0.6,1,20426372178
0.8,-1.0,0.0,off_first,0.8,0,20426372178
0.8,-1.0,0.0,random,0.8,1,20426372178
0.0,-1.0,1.0,off_first,0.0,0,2042637258
0.0,-1.0,1.0,random,0.0,1,2042637258
0.0,-1.0,1.0,off_first,0.2,0,2042637258
0.0,-0.884765625,0.2724609375,random,0.2,12002,2042637258
0.0,-0.96875,0.9814453125,off_first,0.4,0,2042637258
0.0,-0.81640625,0.5336216517857143,random,0.4,84,2042637258
0.0,-0.923828125,0.9501953125,off_first,0.5,0,2042637258
0.0,-0.796875,0.5111277394480519,random,0.5,4620,2042637258
0.0,-0.810546875,0.828125,off_first,0.6,0,2042637258
0.0,-0.728515625,0.4939546130952381,random,0.6,84,2042637258
0.0,-0.75,0.806640625,off_first,0.8,0,2042637258
0.0,-0.650390625,0.54541015625,random,0.8,6,2042637258
0.2,-1.0,1.0,off_first,0.0,0,2042637258
0.2,-1.0,0.0,random,0.0,1,2042637258
0.2,-0.9921875,0.99609375,off_first,0.2,0,2042637258
0.2,-0.9609375,0.064453125,random,0.2,12,2042637258
0.2,-0.880859375,0.87109375,off_first,0.4,0,2042637258
0.2,-0.91796875,0.09312220982142858,random,0.4,84,2042637258
0.2,-0.8046875,0.7578125,off_first,0.5,0,2042637258
0.2,-0.837890625,0.18318684895833331,random,0.5,36,2042637258
0.2,-0.755859375,0.7001953125,off_first,0.6,0,2042637258
0.2,-0.853515625,0.1484375,random,0.6,60,2042637258
0.2,-0.654296875,0.5107421875,off_first,0.8,0,2042637258
0.2,-0.787109375,0.19189453125,random,0.8,6,2042637258
0.4,-1.0,1.0,off_first,0.0,0,2042637258
0.4,-1.0,0.0,random,0.0,1,2042637258
0.4,-0.9375,0.9013671875,off_first,0.2,0,2042637258
0.4,-1.0,0.0,random,0.2,1,2042637258
