init_magnet,Energy,Density,order,init_stab,length,sample
0.0,-0.76953125,0.524609375,random,0.6,60,2042552636
0.0,-0.7890625,0.83984375,off_first,0.8,0,2042552636
0.0,-0.630859375,0.49365234375,random,0.8,6,2042552636
0.2,-1.0,1.0,off_first,0.0,0,2042552636
0.2,-1.0,0.0,random,0.0,1,2042552636
0.2,-0.9921875,0.99609375,off_first,0.2,0,2042552636
0.2,-1.0,0.0,random,0.2,1,2042552636
0.2,-0.8984375,0.8125,off_first,0.4,0,2042552636
0.2,-0.90234375,0.16324869791666666,random,0.4,36,2042552636
0.2,-0.84375,0.8359375,off_first,0.5,0,2042552636
0.2,-0.802734375,0.2753415385251323,random,0.5,378,2042552636
0.2,-0.73046875,0.646484375,off_first,0.6,0,2042552636
0.2,-0.853515625,0.13753255208333334,random,0.6,12,2042552636
0.2,-0.705078125,0.5126953125,off_first,0.8,0,2042552636
0.2,-0.744140625,0.25341796875,random,0.8,6,2042552636
0.4,-1.0,1.0,off_first,0.0,0,2042552636
0.4,-1.0,0.0,random,0.0,1,2042552636
0.4,-0.921875,0.9130859375,off_first,0.2,0,2042552636
0.4,-1.0,0.0,random,0.2,1,2042552636
0.4,-0.76171875,0.466796875,off_first,0.4,0,2042552636
0.4,-0.9765625,0.017578125,random,0.4,3,2042552636
0.4,-0.7734375,0.3330078125,off_first,0.5,0,2042552636
0.4,-0.951171875,0.044921875,random,0.5,6,2042552636
0.4,-0.740234375,0.4130859375,off_first,0.6,0,2042552636
0.4,-0.91015625,0.07666015625,random,0.6,4,2042552636
0.4,-0.775390625,0.2392578125,off_first,0.8,0,2042552636
0.4,-0.87109375,0.10107421875,random,0.8,2,2042552636
0.5,-1.0,1.0,off_first,0.0,0,2042552636
0.5,-1.0,0.0,random,0.0,1,2042552636
0.5,-0.88671875,0.6650390625,off_first,0.2,0,2042552636
0.5,-1.0,0.0,random,0.2,1,2042552636
0.5,-0.853515625,0.2099609375,off_first,0.4,0,2042552636
0.5,-0.982421875,0.015625,random,0.4,2,2042552636
0.5,-0.83203125,0.2041015625,off_first,0.5,0,2042552636
0.5,-0.9921875,0.00390625,random,0.5,1,2042552636
0.5,-0.84765625,0.1357421875,off_first,0.6,0,2042552636
0.5,-0.98828125,0.0078125,random,0.6,1,2042552636
0.5,-0.849609375,0.1181640625,off_first,0.8,0,2042552636
0.5,-0.955078125,0.02587890625,random,0.8,2,2042552636
0.6,-1.0,1.0,off_first,0.0,0,2042552636
0.6,-1.0,0.0,random,0.0,1,2042552636
0.6,-1.0,0.0,off_first,0.2,0,2042552636
0.6,-1.0,0.0,random,0.2,1,2042552636
0.6,-0.927734375,0.07421875,off_first,0.4,0,2042552636
0.6,-0.9921875,0.00390625,random,0.4,1,2042552636
0.6,-0.919921875,0.068359375,off_first,0.5,0,2042552636
0.6,-0.98828125,0.0078125,random,0.5,1,2042552636
0.6,-0.96875,0.017578125,off_first,0.6,0,2042552636
0.6,-1.0,0.0,random,0.6,1,2042552636
0.6,-0.943359375,0.033203125,off_first,0.8,0,2042552636
0.6,-0.9765625,0.01171875,random,0.8,1,2042552636
0.8,-0.984375,0.00390625,off_first,0.0,0,2042552636
0.8,-1.0,0.0,random,0.0,1,2042552636
0.8,-0.9765625,0.005859375,off_first,0.2,0,2042552636
0.8,-1.0,0.0,random,0.2,1,2042552636
0.8,-0.984375,0.00390625,off_first,0.4,0,2042552636
0.8,-1.0,0.0,random,0.4,1,2042552636
0.8,-1.0,0.0,off_first,0.5,0,2042552636
0.8,-1.0,0.0,random,0.5,1,2042552636
0.8,-0.98828125,0.0078125,off_first,0.6,0,2042552636
0.8,-1.0,0.0,random,0.6,1,2042552636
0.8,-1.0,0.0,off_first,0.8,0,2042552636
0.8,-1.0,0.0,random,0.8,1,2042552636
0.0,-1.0,1.0,off_first,0.0,0,2042552652
0.0,-1.0,1.0,random,0.0,1,2042552652
0.0,-1.0,1.0,off_first,0.2,0,2042552652
0.0,-0.8515625,0.634765625,random,0.2,12002,2042552652
0.0,-0.982421875,0.982421875,off_first,0.4,0,2042552652
0.0,-0.794921875,0.6402994791666666,random,0.4,12,2042552652
0.0,-0.935546875,0.962890625,off_first,0.5,0,2042552652
0.0,-0.744140625,0.50390625,random,0.5,12002,2042552652
0.0,-0.857421875,0.884765625,off_first,0.6,0,2042552652
0.0,-0.7109375,0.5364332932692307,random,0.6,780,2042552652
0.0,-0.7578125,0.783203125,off_first,0.8,0,2042552652
0.0,-0.71484375,0.4518229166666667,random,0.8,6,2042552652
0.2,-1.0,1.0,off_first,0.0,0,2042552652
0.2,-1.0,0.0,random,0.0,1,2042552652
0.2,-1.0,1.0,off_first,0.2,0,2042552652
0.2,-0.900390625,0.19140625,random,0.2,12002,2042552652
0.2,-0.91796875,0.9365234375,off_first,0.4,0,2042552652
0.2,-0.822265625,0.22149832589285715,random,0.4,840,2042552652
0.2,-0.7890625,0.76171875,off_first,0.5,0,2042552652
0.2,-0.818359375,0.2353515625,random,0.5,12002,2042552652
0.2,-0.755859375,0.669921875,off_first,0.6,0,2042552652
0.2,-0.802734375,0.19580078125,random,0.6,30,2042552652
0.2,-0.638671875,0.5625,off_first,0.8,0,2042552652
0.2,-0.791015625,0.1865234375,random,0.8,12,2042552652
0.4,-1.0,1.0,off_first,0.0,0,2042552652
0.4,-1.0,0.0,random,0.0,1,2042552652
0.4,-0.85546875,0.7392578125,off_first,0.2,0,2042552652
0.4,-0.97265625,0.03418868807603686,random,0.2,651,2042552652
0.4,-0.791015625,0.400390625,off_first,0.4,0,2042552652
